customer_id,age,gender,region,annual_income,membership_years,recency_days,frequency_last_year,monetary_last_year,avg_basket_value,online_purchase_ratio,preferred_category,_true_segment
C10519,27,Female,North,30576.52,0.83,32.8,3,89.01,30.96,1.0,Home & Living,New / Occasional Shopper
C10520,38,Female,West,38803.35,0.41,39.1,3,219.46,63.39,0.72,Electronics,New / Occasional Shopper
C10521,24,Male,East,25315.53,0.96,8.0,24,1708.51,71.71,0.85,Groceries,Young Digital Shopper
C10522,43,Female,West,80396.67,5.43,7.1,16,3848.46,238.62,0.43,Electronics,High-Value Loyalist
C10523,44,Female,South,59774.18,8.12,97.0,6,362.58,61.68,0.54,Home & Living,At-Risk / Churning
C10524,51,Female,West,114314.17,7.06,11.2,19,2610.98,135.48,0.51,Beauty,High-Value Loyalist
C10525,32,Male,West,62390.05,0.1,10.8,14,1094.79,79.25,0.83,Sports,Young Digital Shopper
C10526,35,Female,West,75267.14,0.1,37.7,9,195.98,22.03,0.65,Electronics,New / Occasional Shopper
C10527,24,Male,North,64218.46,0.57,52.4,6,147.4,23.53,0.64,Sports,New / Occasional Shopper
C10528,52,Non-binary,South,99497.82,9.5,107.4,3,376.02,148.6,0.69,Sports,At-Risk / Churning
C10529,24,Non-binary,West,54912.83,1.17,12.7,21,1086.36,51.32,0.88,Beauty,Young Digital Shopper
C10530,45,Male,West,62708.52,6.29,128.0,3,267.37,106.07,0.18,Fashion,At-Risk / Churning
C10531,50,Female,South,71487.09,4.84,81.2,4,303.96,74.94,0.36,Electronics,At-Risk / Churning
C10532,24,Male,North,68488.34,1.4,16.8,13,572.16,44.09,0.8,Electronics,Young Digital Shopper
C10533,50,Male,North,70578.71,1.6,67.7,3,257.19,102.39,0.03,Fashion,At-Risk / Churning
C10534,44,Female,North,105999.1,7.95,1.0,19,3664.25,191.86,0.13,Groceries,High-Value Loyalist
C10535,21,Male,South,60586.84,1.93,18.8,8,1158.61,151.77,0.74,Electronics,Young Digital Shopper
C10536,27,Female,North,62927.58,5.87,5.5,16,358.61,22.46,0.22,Home & Living,Bargain Hunter
C10537,52,Female,East,80633.38,5.85,7.6,29,4268.41,148.59,0.62,Electronics,High-Value Loyalist
C10538,53,Female,East,95066.7,4.0,6.0,25,2812.36,114.26,0.34,Fashion,High-Value Loyalist
C10539,30,Female,West,55566.18,0.69,1.0,5,165.48,32.22,0.55,Fashion,New / Occasional Shopper
C10540,40,Male,South,48645.26,1.41,30.3,2,47.71,23.08,0.69,Beauty,New / Occasional Shopper
C10541,40,Female,West,51253.2,1.19,28.6,13,20.0,1.49,0.61,Fashion,Bargain Hunter
C10542,35,Male,West,20388.98,0.11,45.6,6,184.23,33.33,0.48,Home & Living,New / Occasional Shopper
C10543,41,Female,East,42522.01,0.1,33.6,1,166.8,166.8,0.77,Home & Living,New / Occasional Shopper
C10544,36,Female,West,110384.12,6.28,1.0,30,4333.6,144.07,0.77,Beauty,High-Value Loyalist
C10545,34,Male,North,59613.3,0.58,11.9,14,739.97,52.74,0.49,Sports,Bargain Hunter
C10546,25,Female,West,58521.97,1.1,3.9,23,902.51,38.98,0.82,Sports,Young Digital Shopper
C10547,41,Male,East,106601.25,4.46,5.3,22,3036.28,140.0,0.72,Electronics,High-Value Loyalist
C10548,54,Female,West,92856.96,2.09,93.8,4,360.7,84.12,0.12,Fashion,At-Risk / Churning
C10549,46,Female,South,56060.7,6.69,20.8,1,728.32,728.32,0.32,Sports,Bargain Hunter
C10550,18,Male,South,57069.75,4.28,9.0,7,214.12,31.92,0.66,Beauty,Bargain Hunter
C10551,43,Male,South,71791.97,7.48,6.3,25,3525.11,141.65,0.7,Beauty,High-Value Loyalist
C10552,25,Male,West,44104.84,1.67,3.2,16,1472.69,90.91,0.9,Electronics,Young Digital Shopper
C10553,44,Male,North,34184.07,0.82,30.9,4,193.13,54.07,0.51,Electronics,New / Occasional Shopper
C10554,31,Female,South,86303.15,4.97,5.8,40,3901.2,97.55,0.69,Groceries,High-Value Loyalist
C10555,29,Male,North,53892.66,2.39,11.1,18,907.47,50.57,0.89,Beauty,Young Digital Shopper
C10556,25,Non-binary,East,35296.35,1.86,1.0,18,1384.31,75.57,1.0,Electronics,Young Digital Shopper
C10557,48,Male,West,45682.77,1.85,14.9,8,110.92,13.38,0.76,Electronics,Bargain Hunter
C10558,35,Female,North,76688.89,4.78,40.9,4,366.83,84.2,0.29,Groceries,Bargain Hunter
C10559,38,Male,South,45316.14,2.88,36.1,13,520.47,39.47,0.0,Electronics,Bargain Hunter
C10560,25,Female,West,89358.34,5.57,2.0,38,3370.99,88.09,0.43,Groceries,High-Value Loyalist
C10561,26,Male,South,58148.1,1.73,1.0,17,1252.91,73.29,0.76,Home & Living,Young Digital Shopper
C10562,28,Female,West,42425.99,0.53,47.8,1,160.12,118.85,0.56,Fashion,New / Occasional Shopper
C10563,38,Male,West,62733.98,4.34,122.3,1,280.32,209.62,0.31,Home & Living,At-Risk / Churning
C10564,37,Female,South,80521.44,5.02,69.5,2,429.84,245.76,0.55,Fashion,At-Risk / Churning
C10565,47,Female,North,46767.51,4.55,107.6,2,467.92,290.06,0.29,Sports,At-Risk / Churning
C10566,44,Female,South,59399.53,6.66,107.3,2,242.33,144.73,0.35,Beauty,At-Risk / Churning
C10567,40,Female,North,90721.69,7.77,7.1,20,2474.29,123.1,0.47,Beauty,High-Value Loyalist
C10568,32,Male,East,66614.13,1.74,11.0,15,801.43,54.39,1.0,Home & Living,Young Digital Shopper
C10569,49,Female,East,43999.71,0.99,22.2,15,245.96,16.72,0.5,Beauty,Bargain Hunter
C10570,28,Female,West,44135.73,2.63,3.4,19,605.91,31.46,0.91,Home & Living,Young Digital Shopper
C10571,34,Male,North,15000.0,0.97,43.1,10,168.96,16.56,0.63,Beauty,New / Occasional Shopper
C10572,18,Female,North,59887.58,0.69,45.7,13,246.81,18.3,0.56,Groceries,Bargain Hunter
C10573,48,Female,North,42844.4,1.64,71.3,6,274.48,45.96,0.24,Groceries,At-Risk / Churning
C10574,32,Male,South,59703.51,0.1,26.6,7,115.42,16.16,0.6,Fashion,New / Occasional Shopper
C10575,20,Female,North,81365.15,4.02,2.4,10,609.72,63.41,0.21,Electronics,Bargain Hunter
C10576,33,Male,North,53253.95,0.14,61.4,8,174.42,22.09,0.54,Sports,New / Occasional Shopper
C10577,35,Male,East,53437.66,2.22,15.0,12,804.68,66.4,0.48,Electronics,Bargain Hunter
C10578,45,Female,South,47470.31,0.79,31.3,1,34.22,34.22,0.28,Beauty,New / Occasional Shopper
C10579,26,Male,North,45069.76,2.69,2.6,22,708.65,32.05,0.8,Electronics,Young Digital Shopper
C10580,45,Female,North,52125.05,5.8,23.8,8,730.56,94.48,0.38,Sports,Bargain Hunter
C10581,46,Female,South,68055.92,3.06,11.6,15,696.97,45.55,0.45,Fashion,Bargain Hunter
C10582,57,Male,West,76923.78,4.6,3.3,38,3637.18,96.57,0.87,Groceries,High-Value Loyalist
C10583,26,Male,North,26710.84,0.61,8.7,21,932.73,45.24,0.85,Groceries,Young Digital Shopper
C10584,36,Male,East,76116.77,0.56,57.3,1,131.69,131.69,0.73,Electronics,New / Occasional Shopper
C10585,47,Male,East,98286.51,6.3,78.7,5,82.61,15.48,0.14,Beauty,At-Risk / Churning
C10586,42,Female,North,70131.57,3.24,7.1,33,2895.53,87.69,0.51,Beauty,High-Value Loyalist
C10587,30,Female,South,48875.1,2.86,2.0,17,470.77,27.02,0.8,Home & Living,Young Digital Shopper
C10588,25,Female,South,47568.26,2.99,8.6,6,1011.48,179.43,0.88,Groceries,Young Digital Shopper
C10589,53,Female,West,90278.34,6.18,3.5,29,3058.06,104.79,0.78,Groceries,High-Value Loyalist
C10590,41,Male,North,56754.08,0.55,56.3,5,195.09,37.39,0.9,Electronics,New / Occasional Shopper
C10591,55,Female,North,51885.54,2.42,15.5,17,540.06,32.05,0.56,Electronics,Bargain Hunter
C10592,22,Male,East,49548.51,2.47,7.1,17,1221.15,71.32,0.98,Electronics,Young Digital Shopper
C10593,38,Female,East,34699.56,4.28,26.7,12,809.03,69.84,0.79,Electronics,Bargain Hunter
C10594,32,Male,North,63698.23,5.0,3.6,28,1726.12,62.28,0.47,Fashion,High-Value Loyalist
C10595,24,Male,East,68686.73,0.73,8.6,16,929.5,57.38,0.88,Groceries,Young Digital Shopper
C10596,42,Male,West,38106.07,6.67,83.9,3,20.0,6.18,0.34,Home & Living,At-Risk / Churning
C10597,64,Female,South,88978.68,3.1,155.0,5,282.83,62.62,0.54,Home & Living,At-Risk / Churning
C10598,34,Female,South,35221.36,0.1,24.7,5,167.61,34.72,0.26,Home & Living,New / Occasional Shopper
C10599,53,Male,South,64378.78,5.02,111.6,5,410.07,91.01,0.47,Home & Living,At-Risk / Churning
C10600,42,Non-binary,North,69795.01,5.83,1.0,10,374.13,38.03,0.73,Electronics,Bargain Hunter
C10601,32,Male,West,37175.7,6.2,79.1,2,41.82,17.69,0.48,Fashion,At-Risk / Churning
C10602,30,Female,North,44543.59,0.1,60.3,1,93.88,93.88,0.65,Home & Living,New / Occasional Shopper
C10603,39,Male,East,61289.38,4.48,100.7,3,196.55,77.77,0.32,Groceries,At-Risk / Churning
C10604,26,Male,South,63923.03,0.1,43.9,6,89.01,14.04,0.58,Fashion,New / Occasional Shopper
C10605,67,Male,West,37037.33,0.49,73.5,3,341.98,120.1,0.0,Home & Living,At-Risk / Churning
C10606,26,Male,South,47431.38,0.74,41.2,4,147.08,39.57,0.82,Sports,New / Occasional Shopper
C10607,45,Male,North,125928.27,5.03,11.9,35,2772.57,78.57,0.47,Groceries,High-Value Loyalist
C10608,64,Male,East,77667.03,1.14,77.4,4,291.21,67.98,0.49,Home & Living,At-Risk / Churning
C10609,44,Female,East,43201.87,6.03,1.0,7,410.84,61.57,0.51,Beauty,Bargain Hunter
C10610,37,Male,North,67458.57,3.71,14.1,10,256.61,24.58,0.78,Beauty,Bargain Hunter
C10611,54,Male,West,54985.62,3.37,71.6,2,307.45,181.77,0.28,Home & Living,At-Risk / Churning
C10612,29,Female,North,40175.27,0.48,38.0,5,243.14,44.24,0.76,Home & Living,New / Occasional Shopper
C10613,25,Male,West,45294.75,1.01,23.2,4,93.11,22.21,0.32,Sports,New / Occasional Shopper
C10614,20,Male,West,53076.43,0.1,11.5,17,885.33,52.13,0.97,Home & Living,Young Digital Shopper
C10615,18,Non-binary,West,58049.94,4.22,67.0,2,201.43,81.53,0.51,Sports,At-Risk / Churning
C10616,54,Female,South,36325.57,3.51,43.8,7,170.06,24.34,0.32,Sports,At-Risk / Churning
C10617,28,Female,East,29779.62,2.32,1.0,17,869.53,51.13,0.74,Fashion,Young Digital Shopper
C10618,58,Male,East,90531.44,3.33,10.2,21,3636.57,176.46,0.48,Electronics,High-Value Loyalist
C10619,39,Male,West,112094.24,3.47,4.1,38,2272.46,59.16,0.79,Electronics,High-Value Loyalist
C10620,43,Male,East,76027.14,2.54,122.5,5,203.32,37.78,0.39,Sports,At-Risk / Churning
C10621,33,Female,North,55494.48,1.95,1.0,11,647.4,59.86,0.72,Electronics,Bargain Hunter
C10622,18,Male,West,61652.31,0.55,31.8,8,24.57,3.21,0.83,Fashion,New / Occasional Shopper
C10623,44,Male,East,61465.92,0.54,37.9,15,330.92,22.01,0.3,Beauty,Bargain Hunter
C10624,45,Female,South,52876.08,0.42,39.9,3,239.46,70.72,0.65,Beauty,New / Occasional Shopper
C10625,29,Male,West,60397.57,6.12,19.4,13,351.92,27.16,0.26,Beauty,Bargain Hunter
C10626,42,Male,West,53993.64,4.38,119.6,2,171.44,74.79,0.72,Home & Living,At-Risk / Churning
C10627,46,Male,West,132279.49,3.96,8.1,26,2382.57,90.19,0.71,Beauty,High-Value Loyalist
C10628,55,Female,North,68168.39,1.01,19.7,6,650.39,101.89,0.43,Sports,Bargain Hunter
C10629,18,Male,West,35657.69,0.63,46.2,3,212.01,65.25,0.51,Beauty,New / Occasional Shopper
C10630,34,Female,West,21517.09,0.91,57.8,3,274.55,90.15,0.63,Groceries,New / Occasional Shopper
C10631,41,Male,West,33615.23,0.62,46.7,3,211.46,65.68,0.56,Electronics,New / Occasional Shopper
C10632,42,Male,West,85277.24,3.49,7.7,29,2768.55,96.12,0.53,Groceries,High-Value Loyalist
C10633,27,Male,East,62065.36,1.26,1.0,6,830.21,133.66,0.77,Home & Living,Young Digital Shopper
C10634,31,Male,East,102193.35,5.29,8.1,30,2836.16,94.27,0.76,Fashion,High-Value Loyalist
C10635,48,Female,West,93925.97,0.1,6.4,32,2990.58,94.06,0.15,Home & Living,High-Value Loyalist
C10636,72,Female,East,59649.44,8.62,52.7,2,261.6,121.06,0.15,Electronics,At-Risk / Churning
C10637,47,Female,South,34100.66,3.04,123.7,3,219.52,69.63,0.45,Fashion,At-Risk / Churning
C10638,29,Female,East,81741.74,1.47,82.4,5,231.84,43.6,0.32,Home & Living,At-Risk / Churning
C10639,26,Female,West,45015.71,0.41,36.8,1,159.23,159.23,0.81,Electronics,New / Occasional Shopper
C10640,46,Male,North,39389.69,1.05,84.1,5,112.84,22.62,0.28,Beauty,At-Risk / Churning
C10641,22,Male,West,46383.98,1.28,16.9,2,48.59,25.14,0.44,Groceries,New / Occasional Shopper
C10642,34,Female,West,108671.61,6.76,2.9,28,3237.0,114.64,0.9,Fashion,High-Value Loyalist
C10643,36,Female,North,28444.37,0.2,2.6,18,824.87,46.3,0.85,Fashion,Young Digital Shopper
C10644,45,Male,West,80916.61,2.61,84.2,1,71.19,68.37,0.3,Beauty,At-Risk / Churning
C10645,39,Male,East,46733.24,0.33,37.8,7,140.6,20.43,0.5,Home & Living,New / Occasional Shopper
C10646,34,Female,West,58584.47,9.41,5.2,30,3295.38,109.27,0.73,Sports,High-Value Loyalist
C10647,46,Female,North,75938.59,2.93,38.5,15,525.96,35.53,0.46,Fashion,Bargain Hunter
C10648,38,Male,South,56177.88,8.14,26.1,6,229.13,35.55,0.44,Electronics,At-Risk / Churning
C10649,30,Male,North,138152.78,4.92,13.4,29,4197.56,143.48,0.37,Sports,High-Value Loyalist
C10650,44,Male,South,59450.47,2.2,39.7,5,661.44,141.69,0.39,Home & Living,Bargain Hunter
C10651,35,Female,North,28315.02,0.77,46.1,3,70.83,26.49,0.54,Beauty,New / Occasional Shopper
C10652,57,Male,East,81648.43,0.85,77.2,1,270.65,270.65,0.44,Fashion,At-Risk / Churning
C10653,24,Female,South,38867.59,1.32,8.8,11,476.08,43.38,0.85,Electronics,Young Digital Shopper
C10654,26,Female,South,39100.53,0.2,37.3,3,313.01,116.93,0.75,Sports,New / Occasional Shopper
C10655,32,Male,North,40795.41,1.7,9.1,19,1397.47,72.75,0.98,Electronics,Young Digital Shopper
C10656,29,Female,West,70204.61,0.88,36.2,3,138.63,43.48,0.41,Groceries,New / Occasional Shopper
C10657,19,Male,East,49526.9,1.64,10.6,8,1555.48,188.8,0.85,Electronics,Young Digital Shopper
C10658,41,Female,West,65963.38,4.62,25.2,18,498.35,27.62,0.89,Beauty,Bargain Hunter
C10659,23,Male,East,65946.53,1.25,6.1,24,743.46,30.59,0.93,Groceries,Young Digital Shopper
C10660,30,Male,South,22031.08,1.13,5.7,21,1017.08,48.31,0.96,Sports,Young Digital Shopper
C10661,18,Male,South,53840.26,1.12,30.0,2,210.29,96.67,0.9,Groceries,New / Occasional Shopper
C10662,30,Female,South,46951.54,0.45,3.2,16,1201.36,75.92,0.88,Sports,Young Digital Shopper
C10663,37,Male,South,100946.98,6.26,14.2,20,3168.4,157.27,0.52,Groceries,High-Value Loyalist
C10664,28,Female,South,60378.29,2.08,5.3,18,1075.53,58.73,0.91,Beauty,Young Digital Shopper
C10665,60,Male,North,83335.66,1.64,89.7,1,243.94,243.94,0.39,Electronics,At-Risk / Churning
C10666,37,Female,North,47489.33,0.4,10.3,5,174.91,37.19,0.75,Electronics,New / Occasional Shopper
C10667,25,Female,East,45282.38,1.85,37.2,4,141.9,39.21,0.58,Fashion,New / Occasional Shopper
C10668,42,Male,West,53052.16,1.29,1.0,23,676.99,29.16,0.95,Groceries,Young Digital Shopper
C10669,44,Female,South,65621.85,3.24,24.3,9,511.7,55.49,0.74,Beauty,Bargain Hunter
C10670,43,Female,East,99526.76,4.67,8.7,20,3136.95,153.08,0.58,Sports,High-Value Loyalist
C10671,46,Female,East,61283.57,2.85,21.7,6,688.61,124.5,0.47,Electronics,Bargain Hunter
C10672,46,Male,East,65790.66,0.5,41.7,4,235.72,62.28,0.66,Home & Living,New / Occasional Shopper
C10673,51,Male,West,64084.42,3.07,100.1,2,359.42,204.02,0.17,Sports,At-Risk / Churning
C10674,49,Male,South,38433.27,1.18,13.0,16,334.41,20.87,0.46,Home & Living,Bargain Hunter
C10675,29,Male,West,54450.36,2.26,6.3,16,705.51,43.08,0.98,Electronics,Young Digital Shopper
C10676,27,Male,South,28076.84,0.1,37.7,3,94.27,29.75,0.35,Home & Living,New / Occasional Shopper
C10677,28,Male,East,61110.35,3.21,19.3,13,392.56,29.5,0.34,Beauty,Bargain Hunter
C10678,33,Male,South,111528.19,6.26,6.3,34,2414.16,70.23,0.45,Fashion,High-Value Loyalist
C10679,26,Male,South,70052.95,0.1,4.8,24,667.35,27.25,0.91,Fashion,Young Digital Shopper
C10680,30,Female,West,102685.09,3.57,12.5,25,2521.73,100.9,0.48,Electronics,High-Value Loyalist
C10681,24,Male,East,68092.31,2.68,3.1,26,637.63,24.56,0.89,Electronics,Young Digital Shopper
C10682,46,Male,East,102581.22,6.63,5.3,32,4503.74,142.09,0.62,Sports,High-Value Loyalist
C10683,43,Female,East,37765.37,5.07,14.1,20,382.01,19.44,0.35,Sports,Bargain Hunter
C10684,64,Male,South,60855.35,2.98,46.0,4,204.49,50.02,0.66,Home & Living,At-Risk / Churning
C10685,21,Male,South,45681.44,1.25,7.6,15,1031.09,70.08,0.86,Sports,Young Digital Shopper
C10686,31,Female,North,54294.33,2.21,14.0,9,402.21,45.81,0.49,Sports,Bargain Hunter
C10687,23,Male,East,40801.08,0.36,22.2,7,181.7,25.03,0.69,Groceries,New / Occasional Shopper
C10688,45,Male,North,41259.83,6.58,78.1,1,102.08,102.08,0.64,Beauty,At-Risk / Churning
C10689,45,Female,East,45659.84,2.34,9.6,16,429.69,27.57,1.0,Electronics,Bargain Hunter
C10690,32,Male,East,68360.3,2.17,1.9,17,640.11,38.62,0.78,Home & Living,Young Digital Shopper
C10691,36,Male,South,17139.2,1.29,54.3,3,227.92,69.03,0.77,Groceries,New / Occasional Shopper
C10692,26,Female,South,50408.48,2.17,1.9,20,841.69,42.64,0.77,Beauty,Young Digital Shopper
C10693,23,Male,West,62825.74,2.85,5.8,19,817.81,42.16,0.92,Sports,Young Digital Shopper
C10694,37,Female,North,24296.36,0.1,21.9,4,114.67,31.94,0.44,Fashion,New / Occasional Shopper
C10695,37,Female,North,40897.25,4.25,20.8,9,583.59,62.99,0.47,Home & Living,Bargain Hunter
C10696,46,Female,West,35287.52,4.54,82.3,2,313.47,207.64,0.08,Groceries,At-Risk / Churning
C10697,29,Male,West,52248.51,8.05,21.8,17,197.8,11.51,0.32,Groceries,Bargain Hunter
C10698,40,Non-binary,North,15000.0,6.81,91.0,5,132.37,28.65,0.26,Sports,At-Risk / Churning
C10699,24,Male,South,38971.98,2.05,4.8,13,1014.29,79.98,0.87,Groceries,Young Digital Shopper
C10700,18,Male,West,53911.1,2.85,4.7,18,1264.48,69.6,0.82,Sports,Young Digital Shopper
C10701,21,Male,West,21764.48,0.64,10.3,20,726.44,37.14,0.97,Electronics,Young Digital Shopper
C10702,31,Male,West,93029.34,5.52,13.4,29,4073.2,139.18,0.72,Sports,High-Value Loyalist
C10703,38,Female,South,21746.23,0.28,30.1,5,312.26,66.77,0.53,Electronics,New / Occasional Shopper
C10704,25,Male,North,60591.22,2.34,2.8,20,1083.56,55.28,0.85,Groceries,Young Digital Shopper
C10705,40,Female,East,57269.66,1.16,13.7,8,603.66,71.21,0.63,Home & Living,Bargain Hunter
C10706,40,Female,South,79220.55,5.35,81.9,3,20.0,6.18,0.27,Home & Living,At-Risk / Churning
C10707,45,Female,East,56686.88,1.79,51.7,3,83.38,32.18,0.0,Sports,At-Risk / Churning
C10708,40,Female,West,44811.05,2.9,2.1,15,94.17,6.39,0.39,Fashion,Bargain Hunter
C10709,18,Male,West,40784.69,3.54,12.5,8,565.51,71.51,0.26,Beauty,Bargain Hunter
C10710,29,Female,South,56866.96,0.79,32.4,5,44.74,9.19,0.12,Groceries,New / Occasional Shopper
C10711,41,Female,South,89794.45,3.71,73.5,4,343.25,89.35,0.69,Fashion,At-Risk / Churning
C10712,46,Male,South,51321.16,0.5,41.8,10,209.25,20.45,0.39,Electronics,New / Occasional Shopper
C10713,26,Female,South,36194.63,0.98,14.1,7,206.9,28.8,0.6,Electronics,New / Occasional Shopper
C10714,56,Male,West,62678.69,8.33,101.8,5,282.78,62.75,0.31,Beauty,At-Risk / Churning
C10715,28,Male,East,40685.31,0.85,2.8,17,802.33,46.56,0.76,Electronics,Young Digital Shopper
C10716,44,Male,South,15606.52,2.65,26.4,9,487.96,55.66,0.5,Electronics,Bargain Hunter
C10717,54,Male,South,94646.12,7.73,13.4,34,3666.93,109.01,0.28,Groceries,High-Value Loyalist
C10718,35,Male,West,36298.52,3.45,134.4,1,420.45,387.15,0.37,Fashion,At-Risk / Churning
C10719,30,Male,West,28758.9,1.03,29.1,6,202.88,34.68,0.35,Fashion,New / Occasional Shopper
C10720,46,Female,East,49659.1,2.27,8.3,18,417.41,22.7,0.48,Groceries,Bargain Hunter
C10721,21,Female,West,42498.51,4.35,33.3,14,381.75,26.64,0.77,Electronics,Bargain Hunter
C10722,44,Non-binary,East,80026.03,4.89,8.0,30,2019.12,67.64,0.52,Home & Living,High-Value Loyalist
C10723,27,Female,South,37773.68,0.39,49.4,4,341.65,87.31,0.78,Groceries,New / Occasional Shopper
C10724,49,Female,South,71020.44,8.25,3.9,31,4058.03,132.04,0.22,Groceries,High-Value Loyalist
C10725,18,Female,North,67471.05,3.28,7.9,28,3643.24,131.98,0.47,Beauty,High-Value Loyalist
C10726,27,Female,West,38530.02,2.57,9.6,16,689.08,43.36,0.84,Groceries,Young Digital Shopper
C10727,50,Male,North,133569.47,5.55,9.0,35,3925.25,110.87,0.46,Groceries,High-Value Loyalist
C10728,23,Female,West,49130.81,3.96,13.7,9,307.52,32.75,0.44,Electronics,Bargain Hunter
C10729,29,Female,North,30728.41,3.44,22.4,13,458.48,35.23,0.34,Fashion,Bargain Hunter
C10730,29,Male,South,57816.33,2.15,9.8,16,1303.81,81.7,0.84,Sports,Young Digital Shopper
C10731,20,Female,South,89565.56,4.37,8.5,26,4429.33,173.43,0.38,Home & Living,High-Value Loyalist
C10732,51,Male,North,121604.57,7.74,4.5,24,2390.01,101.01,0.75,Home & Living,High-Value Loyalist
C10733,19,Female,West,50047.55,1.28,8.2,9,853.61,98.46,1.0,Sports,Young Digital Shopper
C10734,32,Female,East,89731.92,3.55,7.4,22,2521.09,113.13,0.78,Home & Living,High-Value Loyalist
C10735,47,Female,North,71236.89,0.1,70.0,4,20.0,4.84,0.44,Fashion,At-Risk / Churning
C10736,29,Male,North,32419.07,1.49,1.3,16,1005.86,64.66,0.72,Home & Living,Young Digital Shopper
C10737,28,Male,South,50684.69,0.92,3.8,9,990.02,106.24,0.8,Home & Living,Young Digital Shopper
C10738,25,Female,North,54648.78,0.96,1.0,20,932.03,46.08,0.98,Groceries,Young Digital Shopper
C10739,36,Female,North,36476.22,3.48,45.5,7,410.29,61.37,0.57,Groceries,Bargain Hunter
C10740,39,Male,South,74913.19,4.79,18.8,27,3617.85,135.6,0.5,Sports,High-Value Loyalist
C10741,40,Male,East,87673.86,8.39,13.9,21,2796.0,134.3,0.42,Electronics,High-Value Loyalist
C10742,40,Female,South,42808.16,0.8,14.3,1,257.38,202.39,0.4,Electronics,New / Occasional Shopper
C10743,46,Male,North,78193.93,6.8,3.1,32,2759.46,85.46,0.14,Groceries,High-Value Loyalist
C10744,53,Female,East,52234.67,2.99,30.0,12,658.11,56.66,0.29,Fashion,Bargain Hunter
C10745,50,Male,North,45951.45,5.15,40.7,19,462.31,23.72,0.61,Beauty,Bargain Hunter
C10746,32,Female,North,51287.86,0.75,5.1,19,234.19,12.29,0.86,Sports,Young Digital Shopper
C10747,44,Non-binary,South,57536.42,6.81,5.0,13,514.41,38.5,0.75,Beauty,Bargain Hunter
C10748,38,Male,South,63450.14,1.9,85.3,3,403.86,159.51,0.13,Fashion,At-Risk / Churning
C10749,18,Female,North,44271.43,1.13,32.5,2,258.64,106.57,0.64,Electronics,New / Occasional Shopper
C10750,23,Non-binary,North,47915.44,2.26,8.8,17,1105.52,65.25,0.81,Home & Living,Young Digital Shopper
C10751,26,Male,West,66251.44,0.12,1.4,12,765.13,65.85,0.77,Electronics,Young Digital Shopper
C10752,23,Female,West,43356.45,2.3,3.6,27,729.35,26.76,0.77,Sports,Young Digital Shopper
C10753,32,Female,South,63843.78,4.03,30.8,9,308.56,34.61,0.65,Groceries,Bargain Hunter
C10754,18,Female,East,71907.74,3.31,78.5,3,23.2,8.67,0.13,Fashion,At-Risk / Churning
C10755,28,Male,South,75235.35,1.15,5.9,25,701.01,28.52,0.75,Home & Living,Young Digital Shopper
C10756,22,Male,West,24548.74,0.77,12.9,16,458.71,28.12,0.95,Home & Living,Young Digital Shopper
C10757,25,Female,South,50172.48,0.97,43.9,6,171.92,31.05,0.76,Groceries,New / Occasional Shopper
C10758,28,Female,West,105785.13,8.79,8.2,26,4094.44,160.45,0.34,Fashion,High-Value Loyalist
C10759,33,Non-binary,South,28660.98,0.1,18.6,12,521.43,42.26,0.46,Sports,Bargain Hunter
C10760,33,Female,South,88540.99,8.48,61.6,3,347.53,131.89,0.19,Groceries,At-Risk / Churning
C10761,39,Male,North,106856.97,7.03,15.9,27,4410.8,162.09,0.46,Electronics,High-Value Loyalist
C10762,43,Male,North,95132.59,5.36,3.7,30,3302.4,109.54,0.54,Electronics,High-Value Loyalist
C10763,43,Female,East,83409.54,9.58,21.3,20,2790.68,142.79,0.47,Sports,High-Value Loyalist
C10764,33,Female,East,50004.03,0.1,53.5,6,139.41,21.68,0.69,Beauty,New / Occasional Shopper
C10765,40,Non-binary,West,64663.31,3.8,10.0,18,3303.8,185.39,0.37,Groceries,High-Value Loyalist
C10766,31,Female,West,66716.73,1.01,2.9,26,510.35,19.26,0.94,Groceries,Young Digital Shopper
C10767,50,Male,North,111474.83,6.58,9.1,29,3568.81,123.95,0.6,Fashion,High-Value Loyalist
C10768,27,Male,West,92637.08,5.75,1.1,30,4349.35,146.64,0.48,Home & Living,High-Value Loyalist
C10769,41,Female,South,67290.31,5.44,12.6,1,414.12,395.76,0.55,Home & Living,At-Risk / Churning
C10770,28,Male,East,44212.16,2.88,6.5,16,1329.05,83.91,1.0,Fashion,Young Digital Shopper
C10771,40,Male,East,38647.16,3.77,32.8,13,469.29,35.62,0.37,Sports,Bargain Hunter
C10772,53,Female,East,74834.64,1.44,27.1,5,449.6,82.16,0.93,Home & Living,Bargain Hunter
C10773,37,Male,East,82202.34,0.5,24.0,2,290.17,143.61,0.41,Electronics,New / Occasional Shopper
C10774,47,Male,West,103227.17,5.7,6.0,35,6018.08,170.53,0.65,Home & Living,High-Value Loyalist
C10775,28,Female,West,36981.0,0.1,34.8,8,292.25,38.68,0.62,Groceries,New / Occasional Shopper
C10776,25,Female,North,74248.6,6.34,110.6,1,144.56,144.56,0.33,Fashion,At-Risk / Churning
C10777,48,Male,West,86570.2,6.01,10.7,21,2253.37,105.64,0.66,Electronics,High-Value Loyalist
C10778,37,Female,North,87214.38,2.78,46.9,6,444.87,80.84,0.52,Beauty,At-Risk / Churning
